timestamp,operator_id,gender,age,job,job_other,experience,product,task_clarity,robot_facilitated,robot_natural_interaction,perceived_time,robot_obstacle,robot_obstacle_when,robot_safe,robot_velocity,robot_collision,robot_collision_when,safety_effective,hci_simple,robot_trajectory,system_feedback,comments_system,reduced_robot_downtime,robot_timely,interaction_fluidity,rating,pros,cons,comments_overall
2/24/2026 17:45:19,63,M,>= 25 e < 30,Ricercatore,,Intermedia (1–3 anni),Racing Car Toy,4,2,3,Troppo lungo,No,,2,Adeguati,A volte,"Nel passaggio delle ruote, la mia concentrazione era sulla macchina e non sul robot che invece si muoveva sullo sfondo",4,4.0,4,No,Sarebbe carino avere un idnicatore dello stato del robot sulla HMI per sapere se il sistema ha letto l'input umano o meno,No,2.0,5,4,Passarmi i componenti in serie,L'HMI può essere migliorata con un LED di stato del robot,Nulla da aggiungere
2/24/2026 18:05:17,65,M,>= 40 e < 50,Altro,osservatore calcio,Nessuna,Racing Car Toy,5,5,5,,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,"Sì, significativamente",,5,5,,,
2/25/2026 11:53:49,67,F,>= 50,Altro,Coordinatrice organizzativa festival cinema ,Nessuna,Racing Car Toy,5,5,5,Adeguato,No,,5,Adeguati,Mai,,5,5.0,5,Sì,molto divertente,"Sì, leggermente",5.0,5,5,non ho dovuto capire qual era la sequenza più corretta per l'assemblaggio,forse il robot potrebbe essere leggermente più veloce,"esperienza molto divertente, grazie!"
2/27/2026 15:56:37,43,M,>= 25 e < 30,Ricercatore,,Base (≤ 1 anno),LEGO Duplo,4,5,5,Adeguato,No,,5,Adeguati,Mai,,5,,5,Sì,,"Sì, leggermente",5.0,5,5,,,
2/27/2026 16:31:45,40,M,>= 18 e < 25,Studente,,Intermedia (1–3 anni),LEGO Duplo,4,4,5,Adeguato,No,,5,Adeguati,Mai,,4,5.0,5,Sì,,"Sì, leggermente",5.0,4,4,,,
2/27/2026 16:39:51,38,M,>= 25 e < 30,Studente,,Base (≤ 1 anno),LEGO Duplo,5,5,5,Adeguato,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,"Sì, leggermente",5.0,5,5,Non dover pensare al prossimo passo da fare,,
2/27/2026 19:24:54,68,M,>= 30 e < 40,Ricercatore,,Intermedia (1–3 anni),LEGO Duplo,5,3,5,Troppo lungo,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,"Sì, leggermente",5.0,5,5,,,
3/2/2026 14:45:20,70,F,>= 18 e < 25,Studente,,Base (≤ 1 anno),LEGO Duplo,5,5,4,Troppo lungo,No,,5,Troppo lenti,Mai,,5,5.0,5,Sì,,"Sì, leggermente",5.0,4,5,,,
3/2/2026 16:50:22,72,M,>= 30 e < 40,Ricercatore,,Nessuna,LEGO Duplo,5,4,5,Troppo lungo,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,No,4.0,3,3,,,
3/2/2026 16:59:18,72,M,>= 30 e < 40,Ricercatore,,Nessuna,Racing Car Toy,5,5,5,Adeguato,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,"Sì, leggermente",4.0,4,5,,,
3/2/2026 17:45:55,74,M,>= 18 e < 25,Studente,,Base (≤ 1 anno),Racing Car Toy,5,4,5,Adeguato,No,,5,Adeguati,Mai,,4,5.0,5,Sì,,No,4.0,5,5,,,
3/2/2026 18:04:36,74,M,>= 18 e < 25,Studente,,Base (≤ 1 anno),LEGO Duplo,5,5,5,Adeguato,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,No,5.0,4,5,,,
3/3/2026 12:04:16,76,M,>= 18 e < 25,Studente,,Avanzata (> 3 anni),LEGO Duplo,5,4,4,Troppo lungo,No,,5,Adeguati,Mai,,4,5.0,5,Sì,,"Sì, leggermente",5.0,4,4,"Il non dover cercare i pezzi, ma trovare sempre il pezzo giusto portato dal robot",La velocità di riconoscimento dello stato attuale dell'assemblaggio in modo da ridurre i tempi di attesa del pezzo successivo,
3/4/2026 16:02:23,79,F,>= 25 e < 30,Altro,assegnista,Nessuna,LEGO Duplo,4,5,5,Adeguato,No,,5,Troppo lenti,Mai,,5,5.0,5,Sì,,No,5.0,5,4,il non dover selezionare la componente da assemblare,velocità del robot,
3/4/2026 16:26:25,80,F,>= 30 e < 40,Ricercatore,,Nessuna,LEGO Duplo,5,2,5,Troppo lungo,No,,5,Adeguati,Mai,,5,4.0,5,No,"Non si capiva se il sistema aveva registrato la pressione del tasto ""Invio"". C'erano dei lunghi momenti in cui non succedeva niente.",No,5.0,3,4,Andava a recuperate i blocchi senza che io li cercassi (anche se sarebbero stati semplici da trovare),"Il feedback dell'interfaccia grafica quando il robot sta ""pensando"" a qual'è la prossima mossa",
3/10/2026 15:57:28,81,M,>= 18 e < 25,Studente,,Nessuna,LEGO Duplo,5,3,5,Adeguato,No,,5,Troppo lenti,Mai,,4,5.0,5,Sì,,"Sì, leggermente",5.0,4,5,Il fatto che rende l'assemblaggio di componenti nell'ordine corretto senza dover pensare a quale pezzo dover inserire dopo,I tempi di risposta del robot per l'identificazione del prossimo pezzo da inserire tramite la fotocamera,
3/10/2026 16:10:29,82,M,>= 18 e < 25,Studente,,Nessuna,LEGO Duplo,5,5,5,Adeguato,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,"Sì, leggermente",5.0,4,5,facilità nell'assemblaggio,il tempo per riconoscere la fase di assemblaggio dell'oggetto con le fotocamere,
3/10/2026 16:42:48,83,M,>= 30 e < 40,Ricercatore,,Base (≤ 1 anno),LEGO Duplo,5,4,4,Troppo lungo,No,,5,Adeguati,A volte,Quando appoggiava gli oggetti e io dovevo prenderli in mano,5,4.0,5,Sì,,"Sì, significativamente",5.0,5,4,prendere i pezzi giusti in sequenza,velocità del braccio robotico,
3/10/2026 16:56:40,84,F,>= 25 e < 30,Ricercatore,,Nessuna,LEGO Duplo,4,2,4,Troppo lungo,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,,4.0,4,4,,,
3/10/2026 17:20:47,85,M,>= 18 e < 25,Studente,,Nessuna,Racing Car Toy,5,4,5,Adeguato,No,,5,Adeguati,Mai,,5,5.0,5,Sì,,"Sì, leggermente",5.0,4,5,l'assemblaggio guidato permette di non dover pensare a quale pezzo dover montare successivamente avendo già il prossimo pezzo pronto,La velocità con cui il robot capisce quale pezzo passare basandosi sull'assemblaggio,
3/10/2026 17:59:02,86,M,>= 50,Ricercatore,,Nessuna,LEGO Duplo,5,3,4,Troppo lungo,No,,5,Troppo lenti,Mai,,5,5.0,4,Sì,,Non saprei,4.0,4,5,,Si potrebbe far sì che il primo pezzo venisse sistemato direttamente dal robot nell'area di assembly,
3/19/2026 15:18:18,55,M,>= 18 e < 25,Studente / Student,,Base (≤ 1 anno) / Basic (≤ 1 year),Racing Car Toy,5,4,3,Troppo lungo / Too long,No,,5,Troppo lenti / Too slow,Mai / Never,,3,5.0,5,Sì / Yes,,"Sì, leggermente / Yes, slightly",5.0,3,4,the movement needed to assemble the car was not demanding,Speed of the robot ,
3/22/2026 23:17:17,56,M,>= 18 e < 25,Studente / Student,,Base (≤ 1 anno) / Basic (≤ 1 year),Racing Car Toy,5,4,4,Troppo lungo / Too long,No,,5,Troppo lenti / Too slow,Mai / Never,,5,5.0,5,Sì / Yes,,"Sì, leggermente / Yes, slightly",4.0,4,5,"The most helpful aspect of the robotic assistance was that it allowed us to focus solely on assembly rather than searching for specific components. Another positive aspect of the robotic assistance was that the robot handled the car’s assembly plan, and the operator knew exactly what to do step by step.","One thing I would improve is the processing time to make it faster, shorten the approval time for subsequent work stages, or possibly switch to a fully automated work stage approval system. This would result in a faster and more efficient human-robot collaboration system. ","Working with the robot was very straightforward and easy to understand. The system itself is certainly very useful; the only thing I would improve is to make the entire collaboration between humans and robots happen automatically, without the need to approve each step, or perhaps reduce the number of steps requiring approval so that the collaboration can proceed more quickly and be more efficient. "
3/25/2026 13:22:40,58,M,>= 18 e < 25,Studente / Student,,Nessuna / None,Racing Car Toy,5,3,3,Adeguato / Adequate,No,,4,Adeguati / Adequate,Mai / Never,,3,4.0,4,Sì / Yes,,Non saprei / I would not know,3.0,1,3,,,
4/10/2026 14:23:32,59,M,>= 30 e < 40,Ricercatore / Researcher,,Base (≤ 1 anno) / Basic (≤ 1 year),Racing Car Toy,5,5,5,Adeguato / Adequate,No,,5,Adeguati / Adequate,Mai / Never,,5,5.0,5,Sì / Yes,,"Sì, leggermente / Yes, slightly",5.0,5,5,,,
4/16/2026 12:52:26,57,M,>= 25 e < 30,Studente / Student,,Nessuna / None,Racing Car Toy,5,4,5,Adeguato / Adequate,No,,5,Adeguati / Adequate,Mai / Never,,5,5.0,5,Sì / Yes,,"Sì, leggermente / Yes, slightly",5.0,5,5,,,
